"workerid","strength","trial_num","target","degree","paraphrase0","gender","contextWithSuper","adjective","super_category","form","names","context","paraphrase1","paraphrase","contextWithSuperPronoun","condition","sub_category"
244,2,1,"expensive","price","super","male"," is browsing around a kitchen appliance store. He finds a toaster and looks at the price.","expensive","kitchen appliances","positive","Josh"," finds a toaster and looks at the price.","sub_plural","sub_plural","He","contextWithSuper","toaster"
244,3,2,"light","weight","super","male"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Lucas"," picks up a watermelon.","sub_plural","sub_plural","","contextWithSuper","watermelon"
244,2,3," tall","height","super","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Jennifer"," sees a professional soccer player.","sub_plural","super","","contextWithSuper","soccer player"
244,1,4,"warm","temperature","super","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Monica"," lives in Maryland and steps outside in Winter.","sub_plural","sub_plural","She","contextWithSuper","day in Winter"
244,1,5," short","height","super","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","short","people","negative","Robert"," sees a professional gymnast.","sub_plural","super","","contextWithSuper","gymnast"
244,3,6,"long","time","super","male"," is searching for things to watch online with their friend and finds a movie.","long","things you watch online","positive","Tom"," finds a movie to watch online with their friend.","sub_plural","sub_plural","","contextWithSuper","movie"
244,3,7,"warm","temperature","super","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Kathleen"," lives in Maryland and steps outside in Summer.","sub_plural","super","She","contextWithSuper","day in Summer"
244,1,8,"short","time","super","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Julia"," finds a video of a cute animal to watch online with their friend.","sub_plural","super","","contextWithSuper","video of the cute animal"
244,2,9,"warm","temperature","super","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Cameron"," lives in Maryland and steps outside in Fall.","sub_plural","sub_plural","He","contextWithSuper","day in Fall"
244,3,10," tall","height","super","female"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Tanya"," sees a professional basketball player.","sub_plural","super","","contextWithSuper","basketball player"
244,1,11,"light","weight","super","female"," is in the produce section of the supermarket and picks up a grape.","light","produce","negative","Claire"," picks up a grape.","sub_plural","sub_plural","","contextWithSuper","grape"
244,3,12,"expensive","price","super","male"," is browsing around a kitchen appliance store. He finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Michael"," finds a dishwasher and looks at the price.","sub_plural","sub_plural","He","contextWithSuper","dishwasher"
244,2,13,"long","time","super","male"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Daniel"," finds a music video to watch online with their friend.","sub_plural","super","","contextWithSuper","music video"
244,2,14,"heavy","weight","super","female"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Kim"," picks up an apple.","sub_plural","sub_plural","","contextWithSuper","apple"
244,1,15,"cheap","price","super","female"," is browsing around a kitchen appliance store. She finds a bottle opener and looks at the price.","cheap","kitchen appliances","negative","Kim"," finds a bottle opener and looks at the price.","sub_plural","super","She","contextWithSuper","bottle opener"
245,3,1,"expensive","price","super","female"," is browsing around a kitchen appliance store. She finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Angela"," finds a dishwasher and looks at the price.","sub_plural","sub_plural","She","contextWithSuper","dishwasher"
245,3,2,"short","time","super","male"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Cameron"," finds a movie to watch online with their friend.","sub_plural","sub_plural","","contextWithSuper","movie"
245,2,3,"heavy","weight","super","male"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Gary"," picks up an apple.","sub_plural","sub_plural","","contextWithSuper","apple"
245,1,4," short","height","super","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","short","people","negative","Simon"," sees a professional gymnast.","sub_plural","super","","contextWithSuper","gymnast"
245,1,5,"long","time","super","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Natalia"," finds a video of a cute animal to watch online with their friend.","sub_plural","super","","contextWithSuper","video of the cute animal"
245,3,6," short","height","super","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","Greg"," sees a professional basketball player.","sub_plural","sub_plural","","contextWithSuper","basketball player"
245,1,7,"expensive","price","super","male"," is browsing around a kitchen appliance store. He finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Tom"," finds a bottle opener and looks at the price.","sub_plural","sub_plural","He","contextWithSuper","bottle opener"
245,1,8,"warm","temperature","super","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Sophie"," lives in Maryland and steps outside in Winter.","sub_plural","sub_plural","She","contextWithSuper","day in Winter"
245,1,9,"heavy","weight","super","male"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Michael"," picks up a grape.","sub_plural","sub_plural","","contextWithSuper","grape"
245,2,10,"warm","temperature","super","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","warm","days of the year","positive","William"," lives in Maryland and steps outside in Fall.","sub_plural","sub_plural","He","contextWithSuper","day in Fall"
245,2,11," tall","height","super","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Tanya"," sees a professional soccer player.","sub_plural","sub_plural","","contextWithSuper","soccer player"
245,2,12,"expensive","price","super","female"," is browsing around a kitchen appliance store. She finds a toaster and looks at the price.","expensive","kitchen appliances","positive","Kim"," finds a toaster and looks at the price.","sub_plural","sub_plural","She","contextWithSuper","toaster"
245,3,13,"cold","temperature","super","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Summer.","cold","days of the year","negative","Melinda"," lives in Maryland and steps outside in Summer.","sub_plural","sub_plural","She","contextWithSuper","day in Summer"
245,2,14,"long","time","super","male"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Stephen"," finds a music video to watch online with their friend.","sub_plural","sub_plural","","contextWithSuper","music video"
245,3,15,"light","weight","super","female"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Stephanie"," picks up a watermelon.","sub_plural","sub_plural","","contextWithSuper","watermelon"
246,3,1,"light","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Angela"," picks up a watermelon.","super","sub_plural","","contextWithSuper","watermelon"
246,1,2,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Winter.","cold","days of the year","negative","Anthony"," lives in Maryland and steps outside in Winter.","super","sub_plural","He","contextWithSuper","day in Winter"
246,2,3,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Stephen"," picks up an apple.","super","sub_plural","","contextWithSuper","apple"
246,2,4,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a toaster and looks at the price.","expensive","kitchen appliances","positive","Melinda"," finds a toaster and looks at the price.","super","sub_plural","She","contextWithSuper","toaster"
246,2,5,"long","time","sub_plural","female"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Jasmine"," finds a music video to watch online with their friend.","super","sub_plural","","contextWithSuper","music video"
246,3,6,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Alicia"," lives in Maryland and steps outside in Summer.","super","sub_plural","She","contextWithSuper","day in Summer"
246,1,7," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Stephanie"," sees a professional gymnast.","super","super","","contextWithSuper","gymnast"
246,1,8,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Alexander"," finds a video of a cute animal to watch online with their friend.","super","super","","contextWithSuper","video of the cute animal"
246,3,9,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Julia"," finds a dishwasher and looks at the price.","super","sub_plural","She","contextWithSuper","dishwasher"
246,2,10,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Lee"," lives in Maryland and steps outside in Fall.","super","sub_plural","He","contextWithSuper","day in Fall"
246,1,11,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","John"," picks up a grape.","super","sub_plural","","contextWithSuper","grape"
246,1,12,"expensive","price","sub_plural","male"," is browsing around a kitchen appliance store. He finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Josh"," finds a bottle opener and looks at the price.","super","sub_plural","He","contextWithSuper","bottle opener"
246,3,13," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Kim"," sees a professional basketball player.","super","super","","contextWithSuper","basketball player"
246,3,14,"short","time","sub_plural","female"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Jennifer"," finds a movie to watch online with their friend.","super","sub_plural","","contextWithSuper","movie"
246,2,15," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Charles"," sees a professional soccer player.","super","super","","contextWithSuper","soccer player"
247,1,1,"expensive","price","sub_plural","male"," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Charles"," finds a bottle opener and looks at the price.","super","sub_plural","","context","bottle opener"
247,3,2,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Anthony"," finds a movie to watch online with their friend.","super","sub_plural","","context","movie"
247,2,3," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Tom"," sees a professional soccer player.","super","super","","context","soccer player"
247,1,4,"cold","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","cold","days of the year","negative","Alicia"," lives in Maryland and steps outside in Winter.","super","super","","context","day in Winter"
247,3,5,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.","cheap","kitchen appliances","negative","Mika"," finds a dishwasher and looks at the price.","super","sub_plural","","context","dishwasher"
247,3,6,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Kim"," lives in Maryland and steps outside in Summer.","super","sub_plural","","context","day in Summer"
247,2,7,"short","time","sub_plural","female"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","negative","Kathleen"," finds a music video to watch online with their friend.","super","super","","context","music video"
247,1,8," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional gymnast.","short","people","negative","Jasmine"," sees a professional gymnast.","super","sub_plural","","context","gymnast"
247,2,9,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Michael"," picks up an apple.","super","sub_plural","","context","apple"
247,2,10,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Stephanie"," finds a toaster and looks at the price.","super","sub_plural","","context","toaster"
247,1,11,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Daniel"," finds a video of a cute animal to watch online with their friend.","super","sub_plural","","context","video of the cute animal"
247,3,12,"light","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Lee"," picks up a watermelon.","super","sub_plural","","context","watermelon"
247,2,13,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","cold","days of the year","negative","Eric"," lives in Maryland and steps outside in Fall.","super","sub_plural","","context","day in Fall"
247,1,14,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Greg"," picks up a grape.","super","sub_plural","","context","grape"
247,3,15," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Monica"," sees a professional basketball player.","super","super","","context","basketball player"
248,3,1,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Jennifer"," lives in Maryland and steps outside in Summer.","super","sub_plural","","context","day in Summer"
248,3,2,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Monica"," finds a dishwasher and looks at the price.","super","sub_plural","","context","dishwasher"
248,1,3,"long","time","sub_plural","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Maya"," finds a video of a cute animal to watch online with their friend.","super","sub_plural","","context","video of the cute animal"
248,2,4," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Mika"," sees a professional soccer player.","super","sub_plural","","context","soccer player"
248,3,5,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a movie.","long","things you watch online","positive","David"," finds a movie to watch online with their friend.","super","sub_plural","","context","movie"
248,1,6," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Claire"," sees a professional gymnast.","super","sub_plural","","context","gymnast"
248,1,7,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Alicia"," finds a bottle opener and looks at the price.","super","sub_plural","","context","bottle opener"
248,2,8,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Gabriel"," finds a music video to watch online with their friend.","super","sub_plural","","context","music video"
248,1,9,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Michael"," picks up a grape.","super","sub_plural","","context","grape"
248,2,10,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","cold","days of the year","negative","Cameron"," lives in Maryland and steps outside in Fall.","super","sub_plural","","context","day in Fall"
248,2,11,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Greg"," picks up an apple.","super","sub_plural","","context","apple"
248,3,12," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","Gary"," sees a professional basketball player.","super","sub_plural","","context","basketball player"
248,2,13,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.","expensive","kitchen appliances","positive","Melinda"," finds a toaster and looks at the price.","super","sub_plural","","context","toaster"
248,1,14,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Michelle"," lives in Maryland and steps outside in Winter.","super","sub_plural","","context","day in Winter"
248,3,15,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Daniel"," picks up a watermelon.","super","sub_plural","","context","watermelon"
249,2,1,"cheap","price","sub_plural","male"," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Tom"," finds a toaster and looks at the price.","super","sub_plural","","context","toaster"
249,1,2,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Gary"," finds a video of a cute animal to watch online with their friend.","super","super","","context","video of the cute animal"
249,3,3,"light","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Kim"," picks up a watermelon.","super","sub_plural","","context","watermelon"
249,2,4,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Alexander"," lives in Maryland and steps outside in Fall.","super","sub_plural","","context","day in Fall"
249,1,5,"light","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a grape.","light","produce","negative","Josh"," picks up a grape.","super","sub_plural","","context","grape"
249,1,6," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","short","people","negative","Cameron"," sees a professional gymnast.","super","super","","context","gymnast"
249,3,7,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a movie.","long","things you watch online","positive","Anthony"," finds a movie to watch online with their friend.","super","sub_plural","","context","movie"
249,1,8,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.","cheap","kitchen appliances","negative","Melinda"," finds a bottle opener and looks at the price.","super","sub_plural","","context","bottle opener"
249,2,9,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","John"," picks up an apple.","super","sub_plural","","context","apple"
249,3,10,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Stephen"," lives in Maryland and steps outside in Summer.","super","sub_plural","","context","day in Summer"
249,3,11," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Kathleen"," sees a professional basketball player.","super","super","","context","basketball player"
249,1,12,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Julia"," lives in Maryland and steps outside in Winter.","super","sub_plural","","context","day in Winter"
249,2,13,"long","time","sub_plural","female"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Natalia"," finds a music video to watch online with their friend.","super","sub_plural","","context","music video"
249,3,14,"expensive","price","sub_plural","male"," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Charles"," finds a dishwasher and looks at the price.","super","sub_plural","","context","dishwasher"
249,2,15," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Michelle"," sees a professional soccer player.","super","super","","context","soccer player"
250,3,1,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.","cheap","kitchen appliances","negative","Kim"," finds a dishwasher and looks at the price.","super","sub_plural","","context","dishwasher"
250,3,2,"long","time","sub_plural","female"," is searching for things to watch online with their friend and finds a movie.","long","things you watch online","positive","Julia"," finds a movie to watch online with their friend.","super","sub_plural","","context","movie"
250,3,3,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Maya"," picks up a watermelon.","super","sub_plural","","context","watermelon"
250,3,4," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Josh"," sees a professional basketball player.","super","super","","context","basketball player"
250,2,5,"long","time","sub_plural","female"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Monica"," finds a music video to watch online with their friend.","super","sub_plural","","context","music video"
250,2,6,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","cold","days of the year","negative","Alexander"," lives in Maryland and steps outside in Fall.","super","sub_plural","","context","day in Fall"
250,2,7,"expensive","price","sub_plural","male"," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.","expensive","kitchen appliances","positive","Anthony"," finds a toaster and looks at the price.","super","sub_plural","","context","toaster"
250,1,8,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Gary"," finds a video of a cute animal to watch online with their friend.","super","super","","context","video of the cute animal"
250,1,9," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Tom"," sees a professional gymnast.","super","super","","context","gymnast"
250,1,10,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Jennifer"," picks up a grape.","super","sub_plural","","context","grape"
250,1,11,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Laura"," finds a bottle opener and looks at the price.","super","sub_plural","","context","bottle opener"
250,2,12," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Mika"," sees a professional soccer player.","super","super","","context","soccer player"
250,3,13,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Alicia"," lives in Maryland and steps outside in Summer.","super","super","","context","day in Summer"
250,2,14,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Angela"," picks up an apple.","super","sub_plural","","context","apple"
250,1,15,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","cold","days of the year","negative","Lee"," lives in Maryland and steps outside in Winter.","super","sub_plural","","context","day in Winter"
251,2,1,"cold","temperature","super","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","cold","days of the year","negative","Veronica"," lives in Maryland and steps outside in Fall.","sub_plural","super","","context","day in Fall"
251,2,2,"short","time","super","female"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","negative","Kathleen"," finds a music video to watch online with their friend.","sub_plural","sub_plural","","context","music video"
251,1,3,"warm","temperature","super","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Cameron"," lives in Maryland and steps outside in Winter.","sub_plural","sub_plural","","context","day in Winter"
251,2,4,"heavy","weight","super","male"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","William"," picks up an apple.","sub_plural","sub_plural","","context","apple"
251,3,5,"cold","temperature","super","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","cold","days of the year","negative","Lucas"," lives in Maryland and steps outside in Summer.","sub_plural","sub_plural","","context","day in Summer"
251,1,6,"expensive","price","super","female"," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Kim"," finds a bottle opener and looks at the price.","sub_plural","sub_plural","","context","bottle opener"
251,1,7,"heavy","weight","super","male"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Greg"," picks up a grape.","sub_plural","sub_plural","","context","grape"
251,3,8,"short","time","super","female"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Angela"," finds a movie to watch online with their friend.","sub_plural","sub_plural","","context","movie"
251,2,9," short","height","super","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Natalia"," sees a professional soccer player.","sub_plural","super","","context","soccer player"
251,2,10,"cheap","price","super","male"," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Robert"," finds a toaster and looks at the price.","sub_plural","sub_plural","","context","toaster"
251,3,11,"light","weight","super","male"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Josh"," picks up a watermelon.","sub_plural","sub_plural","","context","watermelon"
251,1,12,"long","time","super","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Monica"," finds a video of a cute animal to watch online with their friend.","sub_plural","sub_plural","","context","video of the cute animal"
251,1,13," tall","height","super","female"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Melinda"," sees a professional gymnast.","sub_plural","super","","context","gymnast"
251,3,14,"cheap","price","super","female"," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.","cheap","kitchen appliances","negative","Jennifer"," finds a dishwasher and looks at the price.","sub_plural","sub_plural","","context","dishwasher"
251,3,15," short","height","super","female"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","Stephanie"," sees a professional basketball player.","sub_plural","super","","context","basketball player"
252,3,1,"light","weight","super","female"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Natalia"," picks up a watermelon.","sub_plural","sub_plural","","context","watermelon"
252,1,2,"short","time","super","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Maya"," finds a video of a cute animal to watch online with their friend.","sub_plural","sub_plural","","context","video of the cute animal"
252,3,3," short","height","super","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","William"," sees a professional basketball player.","sub_plural","sub_plural","","context","basketball player"
252,1,4,"light","weight","super","male"," is in the produce section of the supermarket and picks up a grape.","light","produce","negative","Lee"," picks up a grape.","sub_plural","sub_plural","","context","grape"
252,3,5,"expensive","price","super","male"," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Anthony"," finds a dishwasher and looks at the price.","sub_plural","sub_plural","","context","dishwasher"
252,1,6," short","height","super","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","short","people","negative","Stephen"," sees a professional gymnast.","sub_plural","sub_plural","","context","gymnast"
252,3,7,"warm","temperature","super","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Laura"," lives in Maryland and steps outside in Summer.","sub_plural","sub_plural","","context","day in Summer"
252,3,8,"long","time","super","female"," is searching for things to watch online with their friend and finds a movie.","long","things you watch online","positive","Mika"," finds a movie to watch online with their friend.","sub_plural","sub_plural","","context","movie"
252,1,9,"warm","temperature","super","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Kim"," lives in Maryland and steps outside in Winter.","sub_plural","sub_plural","","context","day in Winter"
252,2,10,"light","weight","super","male"," is in the produce section of the supermarket and picks up an apple.","light","produce","negative","Gabriel"," picks up an apple.","sub_plural","sub_plural","","context","apple"
252,2,11,"warm","temperature","super","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Tom"," lives in Maryland and steps outside in Fall.","sub_plural","sub_plural","","context","day in Fall"
252,2,12,"short","time","super","male"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","negative","Eric"," finds a music video to watch online with their friend.","sub_plural","super","","context","music video"
252,1,13,"expensive","price","super","male"," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Daniel"," finds a bottle opener and looks at the price.","sub_plural","sub_plural","","context","bottle opener"
252,2,14," short","height","super","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Jasmine"," sees a professional soccer player.","sub_plural","sub_plural","","context","soccer player"
252,2,15,"cheap","price","super","female"," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Michelle"," finds a toaster and looks at the price.","sub_plural","sub_plural","","context","toaster"
253,2,1,"cheap","price","sub_plural","male"," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Tom"," finds a toaster and looks at the price.","super","sub_plural","","context","toaster"
253,1,2,"light","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a grape.","light","produce","negative","Angela"," picks up a grape.","super","super","","context","grape"
253,1,3," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Eric"," sees a professional gymnast.","super","super","","context","gymnast"
253,2,4,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Monica"," picks up an apple.","super","sub_plural","","context","apple"
253,3,5,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","cold","days of the year","negative","Cameron"," lives in Maryland and steps outside in Summer.","super","sub_plural","","context","day in Summer"
253,1,6,"short","time","sub_plural","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Stephanie"," finds a video of a cute animal to watch online with their friend.","super","super","","context","video of the cute animal"
253,3,7," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","Jasmine"," sees a professional basketball player.","super","sub_plural","","context","basketball player"
253,2,8,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Laura"," lives in Maryland and steps outside in Fall.","super","sub_plural","","context","day in Fall"
